,meastype,gas,unit,sector_number,category,classification,source,target,type,subcategory,region,tdetail,mmsys,IPCC2006,Reference 2006,IPCC1997,Reference 1997,option,measure,variableUID,,,
43483,IEF,CH4,kg/head/year,3.B.1.4.1,Buffalo,CH4 Emissions,,,,,Eastern Europe,15,,7,Table 10.14,9,Table 4.6,,Implied emission factor,B540C507-8AEA-45D7-94B0-12F5C77F9A24,,,
43483,IEF,CH4,kg/head/year,3.B.1.4.1,Buffalo,CH4 Emissions,,,,,Eastern Europe,16,,8,Table 10.14,9,Table 4.6,,Implied emission factor,B540C507-8AEA-45D7-94B0-12F5C77F9A24,,,
43483,IEF,CH4,kg/head/year,3.B.1.4.1,Buffalo,CH4 Emissions,,,,,Eastern Europe,17,,8,Table 10.14,9,Table 4.6,,Implied emission factor,B540C507-8AEA-45D7-94B0-12F5C77F9A24,,,
43483,IEF,CH4,kg/head/year,3.B.1.4.1,Buffalo,CH4 Emissions,,,,,Eastern Europe,18,,9,Table 10.14,9,Table 4.6,,Implied emission factor,B540C507-8AEA-45D7-94B0-12F5C77F9A24,,,
43483,IEF,CH4,kg/head/year,3.B.1.4.1,Buffalo,CH4 Emissions,,,,,Eastern Europe,19,,10,Table 10.14,9,Table 4.6,,Implied emission factor,B540C507-8AEA-45D7-94B0-12F5C77F9A24,,,
43483,IEF,CH4,kg/head/year,3.B.1.4.1,Buffalo,CH4 Emissions,,,,,Eastern Europe,20,,11,Table 10.14,9,Table 4.6,,Implied emission factor,B540C507-8AEA-45D7-94B0-12F5C77F9A24,,,
43483,IEF,CH4,kg/head/year,3.B.1.4.1,Buffalo,CH4 Emissions,,,,,Eastern Europe,21,,11,Table 10.14,9,Table 4.6,,Implied emission factor,B540C507-8AEA-45D7-94B0-12F5C77F9A24,,,
43483,IEF,CH4,kg/head/year,3.B.1.4.1,Buffalo,CH4 Emissions,,,,,Eastern Europe,22,,12,Table 10.14,9,Table 4.6,,Implied emission factor,B540C507-8AEA-45D7-94B0-12F5C77F9A24,,,
43483,IEF,CH4,kg/head/year,3.B.1.4.1,Buffalo,CH4 Emissions,,,,,Eastern Europe,23,,13,Table 10.14,9,Table 4.6,,Implied emission factor,B540C507-8AEA-45D7-94B0-12F5C77F9A24,,,
43483,IEF,CH4,kg/head/year,3.B.1.4.1,Buffalo,CH4 Emissions,,,,,Eastern Europe,24,,15,Table 10.14,9,Table 4.6,,Implied emission factor,B540C507-8AEA-45D7-94B0-12F5C77F9A24,,,
43483,IEF,CH4,kg/head/year,3.B.1.4.1,Buffalo,CH4 Emissions,,,,,Eastern Europe,25,,16,Table 10.14,9,Table 4.6,,Implied emission factor,B540C507-8AEA-45D7-94B0-12F5C77F9A24,,,
43483,IEF,CH4,kg/head/year,3.B.1.4.1,Buffalo,CH4 Emissions,,,,,Eastern Europe,26,,17,Table 10.14,16,Table 4.6,,Implied emission factor,B540C507-8AEA-45D7-94B0-12F5C77F9A24,,,
43483,IEF,CH4,kg/head/year,3.B.1.4.1,Buffalo,CH4 Emissions,,,,,Eastern Europe,27,,19,Table 10.14,16,Table 4.6,,Implied emission factor,B540C507-8AEA-45D7-94B0-12F5C77F9A24,,,
43483,IEF,CH4,kg/head/year,3.B.1.4.1,Buffalo,CH4 Emissions,,,,,Eastern Europe,?28,,19,Table 10.14,16,Table 4.6,,Implied emission factor,B540C507-8AEA-45D7-94B0-12F5C77F9A24,,,
43868,IEF,CH4,kg/head/year,3.B.1.4.3,Deer,CH4 Emissions,,,,,,,,0.22,Table 10A.9,,,,Implied emission factor,500159CF-3A2B-48DE-A4F1-9923ED52FF06,,,
452710,IEF,CH4,kg/head/year,3.B.1.4.4,Goats,CH4 Emissions,,,,,,,,,,,,,Implied emission factor,BE66D7EF-C09A-4E9B-BBEC-57605973268E,,,
452710,IEF,CH4,kg/head/year,3.B.1.4.4,Goats,CH4 Emissions,,Cool,,,,,,0.13,Table 10A.9,0.12,Table 4.5,,Implied emission factor,BE66D7EF-C09A-4E9B-BBEC-57605973268E,,,
452710,IEF,CH4,kg/head/year,3.B.1.4.4,Goats,CH4 Emissions,,Temperate,,,,,,0.2,Table 10A.9,0.18,Table 4.5,,Implied emission factor,BE66D7EF-C09A-4E9B-BBEC-57605973268E,,,
452710,IEF,CH4,kg/head/year,3.B.1.4.4,Goats,CH4 Emissions,,Warm,,,,,,0.26,Table 10A.9,0.23,Table 4.5,,Implied emission factor,BE66D7EF-C09A-4E9B-BBEC-57605973268E,,,
473910,IEF,CH4,kg/head/year,3.B.1.4.5,Horses,CH4 Emissions,,,,,,,,,,,,,Implied emission factor,3752F56E-FC35-4CB1-8AAA-04ECC6EE7E13,,,
473910,IEF,CH4,kg/head/year,3.B.1.4.5,Horses,CH4 Emissions,,Cool,,,,,,1.56,Table 10A.9,1.4,Table 4.5,,Implied emission factor,3752F56E-FC35-4CB1-8AAA-04ECC6EE7E13,,,
473910,IEF,CH4,kg/head/year,3.B.1.4.5,Horses,CH4 Emissions,,Temperate,,,,,,2.34,Table 10A.9,2.1,Table 4.5,,Implied emission factor,3752F56E-FC35-4CB1-8AAA-04ECC6EE7E13,,,
473910,IEF,CH4,kg/head/year,3.B.1.4.5,Horses,CH4 Emissions,,Warm,,,,,,3.13,Table 10A.9,2.8,Table 4.5,,Implied emission factor,3752F56E-FC35-4CB1-8AAA-04ECC6EE7E13,,,
48704,IEF,CH4,kg/head/year,3.B.1.4.6,Mules and Asses,CH4 Emissions,,,,,,,,,,,,,Implied emission factor,D943CDAA-DF73-4306-BBCE-947DF8173327,,,
48704,IEF,CH4,kg/head/year,3.B.1.4.6,Mules and Asses,CH4 Emissions,,Cool,,,,,,0.76,Table 10A.9,0.76,Table 4.5,,Implied emission factor,D943CDAA-DF73-4306-BBCE-947DF8173327,,,
48704,IEF,CH4,kg/head/year,3.B.1.4.6,Mules and Asses,CH4 Emissions,,Temperate,,,,,,1.14,Table 10A.9,1.14,Table 4.5,,Implied emission factor,D943CDAA-DF73-4306-BBCE-947DF8173327,,,
48704,IEF,CH4,kg/head/year,3.B.1.4.6,Mules and Asses,CH4 Emissions,,Warm,,,,,,1.52,Table 10A.9,1.51,Table 4.5,,Implied emission factor,D943CDAA-DF73-4306-BBCE-947DF8173327,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,Cool,,Layers (dry),,,,0.03,Table 10A.9,0.078,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,Temperate,,Layers (dry),,,,0.03,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,Warm,,Layers (dry),,,,0.03,Table 10A.9,0.157,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,?10,,1.13,Table 10A.9,0.078,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,11,,1.18,Table 10A.9,0.078,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,12,,1.21,Table 10A.9,0.078,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,13,,1.26,Table 10A.9,0.078,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,14,,1.28,Table 10A.9,0.078,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,15,,1.3,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,16,,1.31,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,17,,1.32,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,18,,1.33,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,19,,1.35,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,20,,1.35,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,21,,1.36,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,22,,1.36,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,23,,1.37,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,24,,1.38,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,25,,1.38,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,26,,1.38,Table 10A.9,0.157,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,27,,1.39,Table 10A.9,0.157,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,,,Layers (wet),,?28,,1.39,Table 10A.9,0.157,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,Cool,,Broilers,,,,0.02,Table 10A.9,0.078,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,Temperate,,Broilers,,,,0.02,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,Warm,,Broilers,,,,0.02,Table 10A.9,0.157,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,Cool,,Turkeys,,,,0.09,Table 10A.9,0.078,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,Temperate,,Turkeys,,,,0.09,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,Warm,,Turkeys,,,,0.09,Table 10A.9,0.157,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,Cool,,Ducks,,,,0.02,Table 10A.9,0.078,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,Temperate,,Ducks,,,,0.02,Table 10A.9,0.117,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
506310,IEF,CH4,kg/head/year,3.B.1.4.7,Poultry,CH4 Emissions,,Warm,,Ducks,,,,0.02,Table 10A.9,0.157,Table 4.5,,Implied emission factor,D574403C-1BE4-48CE-8FC2-A995389E4E41,,,
51797,IEF,CH4,kg/head/year,3.B.1.4.8,Other Other Livestock,CH4 Emissions,,,,,,,,,,,,,Implied emission factor,F9C98BA4-1522-4113-AE18-F1A0FBB1B513,,,
5232,IEF,CH4,kg/head/year,3.B.1.4.8.1,Rabbit,CH4 Emissions,,,,,,,,0.08,Table 10A.9,,,,Implied emission factor,7C42263B-FAD1-4469-A519-56724E08F2E3,,,
52673,IEF,CH4,kg/head/year,3.B.1.4.8.2,Reindeer,CH4 Emissions,,,,,,,,0.36,Table 10A.9,,,,Implied emission factor,38B56485-F354-459C-A872-E33C3AC43E5F,,,
52891,IEF,CH4,kg/head/year,3.B.1.4.8.3,Ostrich,CH4 Emissions,,,,,,,,5.67,Table 10A.9,,,,Implied emission factor,06CB8174-D810-4516-BAED-3ADEF21BFC48,,,
533210,IEF,CH4,kg/head/year,3.B.1.4.8.4,Fur-bearing Animals,CH4 Emissions,,,,,,,,0.68,Table 10A.9,,,,Implied emission factor,008AEDD4-F736-4B1B-B1A0-3EDBC2BA6A27,,,
53681,IEF,CH4,kg/head/year,3.B.1.4.8.5,Other Other Other Livestock,CH4 Emissions,,,,,,,,,,,,,Implied emission factor,1DFD03C9-C3E0-4346-934C-1E7A38E678DE,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Daily spread,0,Table 10.21,0,Table 4.22,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Solid storage,0.005,Table 10.21,0.02,Table 4.23,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Dry lot,0.02,Table 10.21,0.02,Table 4.24,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Liquid with natural crust cover,0.005,Table 10.21,0.005,Table 4.25,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Liquid without natural crust cover,0,Table 10.21,0.001,Table 4.26,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Uncovered anaerobic lagoon,0,Table 10.21,0.001,Table 4.27,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Pit storage below animal confinements,0.002,Table 10.21,0.005,Table 4.28,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Anaerobic digester,0,Table 10.21,0.001,Table 4.29,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Cattle and swine deep bedding with no mixing,0.01,Table 10.21,0.005,Table 4.30,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Cattle and swine deep bedding with active mixing,0.07,Table 10.21,0.005,Table 4.31,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Composting in -vessel or static pile,0.006,Table 10.21,0.005,Table 4.32,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Composting intensive windrow,0.1,Table 10.21,0.005,Table 4.33,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Composting passive windrow,0.01,Table 10.21,0.005,Table 4.34,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Poultry manure with/without litter,0.001,Table 10.21,0.005,Table 4.35,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Aerobic system with natural aeration systems,0.01,Table 10.21,0.005,Table 4.36,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
54078,IEF,N2O,kg/head/year,3.B.2.1,Bulls,N2O and NMVOC Emissions,,,,,,,Aerobic system with forced aeration systems,0.005,Table 10.21,0.005,Table 4.37,Option C,Implied emission factor,FC383B2F-D0B5-4051-9D9A-271FA369F737,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Daily spread,0,Table 10.21,0,Table 4.38,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Solid storage,0.005,Table 10.21,0.02,Table 4.39,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Dry lot,0.02,Table 10.21,0.02,Table 4.40,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Liquid with natural crust cover,0.005,Table 10.21,0.005,Table 4.41,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Liquid without natural crust cover,0,Table 10.21,0.001,Table 4.42,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Uncovered anaerobic lagoon,0,Table 10.21,0.001,Table 4.43,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Pit storage below animal confinements,0.002,Table 10.21,0.005,Table 4.44,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Anaerobic digester,0,Table 10.21,0.005,Table 4.45,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Cattle and swine deep bedding with no mixing,0.01,Table 10.21,0.005,Table 4.46,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Cattle and swine deep bedding with active mixing,0.07,Table 10.21,0.005,Table 4.47,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Composting in -vessel or static pile,0.006,Table 10.21,0.005,Table 4.48,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Composting intensive windrow,0.1,Table 10.21,0.005,Table 4.49,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Composting passive windrow,0.01,Table 10.21,0.005,Table 4.50,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Poultry manure with/without litter,0.001,Table 10.21,0.005,Table 4.51,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Aerobic system with natural aeration systems,0.01,Table 10.21,0.005,Table 4.52,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
541410,IEF,N2O,kg/head/year,3.B.2.1,Bulls under 2 years,N2O and NMVOC Emissions,,,,,,,Aerobic system with forced aeration systems,0.005,Table 10.21,0.005,Table 4.53,Option C,Implied emission factor,7810F342-0A23-4F96-A10B-F34C7ED230B8,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Daily spread,0,Table 10.21,0,Table 4.54,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Solid storage,0.005,Table 10.21,0.02,Table 4.55,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Dry lot,0.02,Table 10.21,0.02,Table 4.56,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Liquid with natural crust cover,0.005,Table 10.21,0.005,Table 4.57,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Liquid without natural crust cover,0,Table 10.21,0.001,Table 4.58,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Uncovered anaerobic lagoon,0,Table 10.21,0.001,Table 4.59,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Pit storage below animal confinements,0.002,Table 10.21,0.005,Table 4.60,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Anaerobic digester,0,Table 10.21,0.005,Table 4.61,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Cattle and swine deep bedding with no mixing,0.01,Table 10.21,0.005,Table 4.62,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Cattle and swine deep bedding with active mixing,0.07,Table 10.21,0.005,Table 4.63,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Composting in -vessel or static pile,0.006,Table 10.21,0.005,Table 4.64,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Composting intensive windrow,0.1,Table 10.21,0.005,Table 4.65,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Composting passive windrow,0.01,Table 10.21,0.005,Table 4.66,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Poultry manure with/without litter,0.001,Table 10.21,0.005,Table 4.67,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Aerobic system with natural aeration systems,0.01,Table 10.21,0.005,Table 4.68,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
542110,IEF,N2O,kg/head/year,3.B.2.1,Calves,N2O and NMVOC Emissions,,,,,,,Aerobic system with forced aeration systems,0.005,Table 10.21,0.005,Table 4.69,Option C,Implied emission factor,22876AD1-4E5F-4053-B5F4-F35F6A92F0EC,,,
568711,IEF,N2O,kg/head/year,3.B.2.1,Cattle,N2O and NMVOC Emissions,,,,,,,Daily spread,0,Table 10.21,0,Table 4.70,,Implied emission factor,eugirp3B210CattlIEF00000000000N20000,,,
568711,IEF,N2O,kg/head/year,3.B.2.1,Cattle,N2O and NMVOC Emissions,,,,,,,Solid storage,0.005,Table 10.21,0.02,Table 4.71,,Implied emission factor,eugirp3B210CattlIEF00000000000N20000,,,
568711,IEF,N2O,kg/head/year,3.B.2.1,Cattle,N2O and NMVOC Emissions,,,,,,,Dry lot,0.02,Table 10.21,0.02,Table 4.72,,Implied emission factor,eugirp3B210CattlIEF00000000000N20000,,,
